tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,stabf_encoded,stabf
1.40668260888301,2.53479416327934,4.81551398355267,3.06918918997529,4.64545630548166,-1.55997863930403,-1.58402980058276,-1.50144786559487,0.890930614717755,0.307200566197007,0.492175264010973,0.200241088640455,-0.021447405257443,0,stable
1.73043256008322,7.89709078147607,7.07253036333525,7.27134885996911,3.84076109599164,-0.754325890512706,-1.74303238372183,-1.3434028217571,0.182637885525364,0.483946728694276,0.0961159001600218,0.534696959043774,0.0051017639157132,1,unstable
8.11056879418385,3.18602205546345,6.37666060458466,0.956030305228988,3.17561259980538,-0.957462103116151,-1.16975024204268,-1.04840025464655,0.976780926684911,0.0574717431163206,0.546325122350849,0.189127102837388,0.0286569545314479,1,unstable
6.76758163928411,6.28248953247501,7.84075842636694,9.5268317817098,3.73848608449612,-1.82828174919471,-0.681227234325279,-1.22897710097613,0.129743878719346,0.773388362617481,0.201650891308202,0.397718267392837,0.0277688954927932,1,unstable
9.03128158343362,5.50105436619242,4.79672076876771,1.10835474900228,5.04338065721232,-1.84188562717435,-1.48244462745436,-1.71905040258361,0.880337103410238,0.337439985722041,0.58695593721943,0.822864102796789,0.0117036646279851,1,unstable
9.57443272815265,6.22965040698171,4.47899273819502,7.95240878867047,4.0373372800723,-1.38947206794614,-1.69592723321619,-0.951937978909968,0.50684011569157,0.461307472510566,0.758852999008815,0.545169292328975,0.0550001190137494,1,unstable
8.55919206518497,8.38652035860471,4.13077177008352,4.22138726394366,2.41637042057449,-1.14350679357157,-0.711985019768204,-0.56087860723472,0.927805675774998,0.805274931996457,0.837993898557408,0.59411716772606,0.0804422955454049,1,unstable
5.34105935090858,5.81597437441447,8.15944142935735,4.41280489404501,2.83077698230612,-1.19387398170793,-0.934479774119461,-0.702423226478731,0.754246774954948,0.195993974704975,0.470843293028425,0.892056809435504,0.0585940523465208,1,unstable
5.60506570659536,1.48268890720735,9.10723544915071,0.530151294069679,3.08242648373237,-1.88620024049436,-0.668671336971305,-0.527554906266706,0.990294583515788,0.256947528737213,0.192550381761476,0.713985282018707,-0.0121589807250745,0,stable
2.84736536593848,1.89527741976304,5.86442161545942,7.68767197094919,3.29136466901182,-1.56700053462858,-0.740955696966953,-0.983408437416283,0.870216924599769,0.284227939931466,0.594943950146529,0.677956434552544,0.0298641100630696,1,unstable
